enunciado,area
"
QUESTÃO 70
Pesquisadores recuperaram DNA de ossos de 
mamute (Mammuthus primigenius) encontrados na 
Sibéria, que tiveram sua idade de cerca de 28 mil anos 

FAPESP. DNA de mamute é revelado. Disponível em: http://agencia.fapesp.br.
Acesso em: 13 ago. 2012 (adaptado).
A técnica de datação apresentada no texto só é possível 
devido à
A proporção conhecida entre carbono-14 e carbono-12 
na atmosfera ao longo dos anos. 
B decomposição de todo o carbono-12 presente no 
organismo após a morte. 
C       
organismos após a morte.
D emissão de carbono-12 pelos tecidos de organismos 
após a morte.
E transformação do carbono-12 em carbono-14 ao 
longo dos anos.



CN - 1º dia | Caderno 1 - AZUL - Página 25
*AZUL75SAB25*",ciências da natureza
"
QUESTÃO 71
A vegetação apresenta adaptações ao ambiente, 
como plantas arbóreas e arbustivas com raízes que se 
expandem horizontalmente, permitindo forte ancoragem 
no substrato lamacento; raízes que se expandem 
verticalmente, por causa da baixa oxigenação do 
substrato; folhas que têm glândulas para eliminar o 
excesso de sais; folhas que podem apresentar cutícula 
espessa para reduzir a perda de água por evaporação.
As características descritas referem-se a plantas 
adaptadas ao bioma:
A Cerrado.
B Pampas.
C Pantanal.
D Manguezal.
E Mata de Cocais.",ciências da natureza
"
QUESTÃO 72
Uma pessoa é responsável pela manutenção de uma 
sauna úmida. Todos os dias cumpre o mesmo ritual: colhe 
folhas de capim-cidreira e algumas folhas de eucalipto. 
Em seguida, coloca as folhas na saída do vapor da sauna, 

Parede
Sauna úm ida
G erador de vapor
Saída do vapor
Folhas
Qual processo de separação é responsável pela 
aromatização promovida?
A Filtração simples.
B Destilação simples.
C Extração por arraste.
D Sublimação fracionada.
E Decantação sólido-líquido.",ciências da natureza
"
QUESTÃO 73
Os ecossistemas degradados por intensa atividade 
agrícola apresentam, geralmente, diminuição de sua 
diversidade e perda de sua estabilidade. Nesse contexto, 
o uso integrado de árvores aos sistemas agrícolas 

ao buscar a aceleração do processo sucessional e, ao 

Disponível em: saf.cnpgc.embrapa.br. Acesso em: 21 jan. 2012 (adaptado).
Essa é uma estratégia de conciliação entre recuperação 
ambiental e produção agrícola, pois
A substitui gradativamente as espécies cultiváveis por 
espécies arbóreas.
B 
apropriadas e biocidas.
C promove maior diversidade de vida no solo com o 
aumento da matéria orgânica.
D favorece a dispersão das sementes cultivadas pela 

E cria condições para o estabelecimento de espécies 
pioneiras com a diminuição da insolação sobre o solo.",ciências da natureza
"
QUESTÃO 74
Três lâmpadas idênticas foram ligadas no circuito 
esquematizado. A bateria apresenta resistência interna 
      
Um técnico fez uma análise do circuito para prever a 
corrente elétrica nos pontos: A, B, C, D e E; e rotulou 
essas correntes de IA, IB, IC, ID e IE, respectivamente.
A
B
C
E
D
V
L1
L2
L3
O técnico concluiu que as correntes que apresentam o 
mesmo valor são
A IA = IE e IC = ID.
B IA = IB = IE e IC = ID.
C IA = IB, apenas.
D IA = IB = IE, apenas.
E IC = IB, apenas.



CN - 1º dia | Caderno 1 - AZUL - Página 26
*AZUL75SAB26*",ciências da natureza
"
QUESTÃO 75

CORREIA, S. Teoria da tensão-coesão-adesão. Revista de Ciência Elementar, n. 1, 2014 (adaptado).
Mesmo que essa planta viesse a sofrer ação contínua do vento e sua copa crescesse voltada para baixo, essa 
seiva continuaria naturalmente seu percurso.
O que garante o transporte dessa seiva é a
A gutação.
B gravidade.
C respiração.
D fotossíntese.
E transpiração.",ciências da natureza
"
QUESTÃO 76
) são bases de Lewis que reagem com haletos de alquila, por meio de uma reação chamada 
substituição nucleofílica (SN), como mostrado no esquema:
R–X + Nu  R–Nu + X
(R = grupo alquila e X = halogênio)
A reação de SN entre metóxido de sódio (Nu= CH3O) e brometo de metila fornece um composto orgânico pertencente 
à função
A éter.
B éster.
C álcool.
D haleto.
E hidrocarboneto.



CN - 1º dia | Caderno 1 - AZUL - Página 27
*AZUL75SAB27*",ciências da natureza
"
QUESTÃO 77
O trilho de ar é um dispositivo utilizado em laboratórios de física para analisar movimentos em que corpos de prova 

que se realiza um experimento para obter a massa do carrinho 2. No instante em que o carrinho 1, de massa 150,0 g,
passa a se mover com velocidade escalar constante, o carrinho 2 está em repouso. No momento em que o carrinho 1 
se choca com o carrinho 2, ambos passam a se movimentar juntos com velocidade escalar constante. Os sensores 
eletrônicos distribuídos ao longo do trilho determinam as posições e registram os instantes associados à passagem de 
cada carrinho, gerando os dados do quadro.
sensor 1
sensor 2
sensor 3
sensor 4
carrinho 1
carrinho 2
Carrinho 1
Carrinho 2
Posição (cm)
Instante (s)
Posição (cm)
Instante (s)
15,0
0,0
45,0
0,0
30,0
1,0
45,0
1,0
75,0
8,0
75,0
8,0
90,0
11,0
90,0
11,0
Com base nos dados experimentais, o valor da massa do carrinho 2 é igual a
A 50,0 g.
B 250,0 g.
C 300,0 g.
D 450,0 g.
E 600,0 g.",ciências da natureza
"
QUESTÃO 78
Após seu desgaste completo, os pneus podem ser queimados para a geração de energia. Dentre os gases gerados 
na combustão completa da borracha vulcanizada, alguns são poluentes e provocam a chuva ácida. Para evitar que 
escapem para a atmosfera, esses gases podem ser borbulhados em uma solução aquosa contendo uma substância 
adequada. Considere as informações das substâncias listadas no quadro.
Substância
Equilíbrio em solução aquosa
Valor da constante de equilíbrio
Fenol
C6H5OH + H2O 
  C6H5O + H3O+
1,3  1010
Piridina
C5H5N + H2O 
  C5H5NH+ + OH
1,7  109
Metilamina
CH3NH2 + H2O 
  CH3NH3
+ + OH
4,4  104
Hidrogenofosfato de potássio
HPO4
2 + H2O 
  H2PO4
 + OH
2,8  102
Hidrogenosulfato de potássio
HSO4
 + H2O 
  SO4
2 + H3O+
3,1  102

A fenol.
B piridina.
C metilamina.
D hidrogenofosfato de potássio.
E hidrogenosulfato de potássio.



CN - 1º dia | Caderno 1 - AZUL - Página 28
*AZUL75SAB28*",ciências da natureza
"
QUESTÃO 79
Vários métodos são empregados para prevenção de infecções por microrganismos. Dois desses métodos utilizam 
microrganismos vivos e são eles: as vacinas atenuadas, constituídas por patógenos avirulentos, e os probióticos que 

ação dos probióticos no intestino de um animal.
McALLISTER, T. A. et al. Review: The use of direct fed microbials to mitigate pathogens and enhance production in cattle. Can. J. Anim. Sci., jan. 2011 (adaptado).
Qual mecanismo de ação desses probióticos promove um efeito similar ao da vacina?
A 5
B 4
C 3
D 2
E 1",ciências da natureza
"
QUESTÃO 80
O Painel Intergovernamental de Mudanças Climáticas (na sigla em inglês, IPCC) prevê que nas próximas décadas 
o planeta passará por mudanças climáticas e propõe estratégias de mitigação e adaptação a elas. As estratégias de 
mitigação são direcionadas à causa dessas mudanças, procurando reduzir a concentração de gases de efeito estufa 
na atmosfera. As estratégias de adaptação, por sua vez, são direcionadas aos efeitos dessas mudanças, procurando 
preparar os sistemas humanos às mudanças climáticas já em andamento, de modo a reduzir seus efeitos negativos.
IPCC, 2014. Climate Change 2014: synthesis report. Disponível em: http://ar5-syr.ipcc.ch. Acesso em: 22 out. 2015 (adaptado). 
Considerando as informações do texto, qual ação representa uma estratégia de adaptação?
A Construção de usinas eólicas. 
B Tratamento de resíduos sólidos.
C 
D Adoção de agricultura sustentável de baixo carbono.
E Criação de diques de contenção em regiões costeiras.



CN - 1º dia | Caderno 1 - AZUL - Página 29
*AZUL75SAB29*",ciências da natureza
"
QUESTÃO 81
        
planejamento de um fármaco. Ela mede o grau de 


X = O H   (Testosterona)
X = H
(Com posto 1)
X = CH 3 (Com posto 2)
CH 3
CH 3
H
H
H
O
X
NOGUEIRA, L. J.; MONTANARI, C. A.; DONNICI, C. L. Histórico da evolução da química medicinal 

de Hansch. Revista Virtual de Química, n. 3, 2009 (adaptado).


A 
B 
C 
D 
E ",ciências da natureza
"
QUESTÃO 82
      
tecnológico na Antiguidade, a polia composta ou a associação 
de polias, é atribuída a Arquimedes (287 a.C. a 212 a.C.). 
O aparato consiste em associar uma série de polias 

possível para esse aparato. É relatado que Arquimedes 
teria demonstrado para o rei Hierão um outro arranjo 
desse aparato, movendo sozinho, sobre a areia da praia, 
um navio repleto de passageiros e cargas, algo que 
seria impossível sem a participação de muitos homens. 
Suponha que a massa do navio era de 3 000 kg, que o 

de 0,8 e que Arquimedes tenha puxado o navio com uma
força F

, paralela à direção do movimento e de módulo 
           
aceleração da gravidade igual a 10 m/s2 e que a superfície 
da praia é perfeitamente horizontal.
F
Disponível em: www.histedbr.fae.unicamp.br. Acesso em: 28 fev. 2013 (adaptado).
O número mínimo de polias móveis usadas, nessa 
situação, por Arquimedes foi
A 3.
B 6.
C 7.
D 8.
E 10.",ciências da natureza
"
QUESTÃO 83
O Brasil possui um grande número de espécies 
distintas entre animais, vegetais e microrganismos 
envoltos em uma imensa complexidade e distribuídas em 
uma grande variedade de ecossistemas.
SANDES, A. R. R.; BLASI, G. Biodiversidade e diversidade química e genética.
 Disponível em: http://novastecnologias.com.br. Acesso em: 22 set. 2015 (adaptado).
O incremento da variabilidade ocorre em razão da 
permuta genética, a qual propicia a troca de segmentos 
entre cromátides não irmãs na meiose.
Essa troca de segmentos é determinante na 
A produção de indivíduos mais férteis.
B transmissão de novas características adquiridas.
C recombinação genética na formação dos gametas.
D ocorrência de mutações somáticas nos descendentes.
E variação do número de cromossomos característico 
da espécie.",ciências da natureza
"
QUESTÃO 84
Num experimento, um professor deixa duas bandejas 
de mesma massa, uma de plástico e outra de alumínio, 
sobre a mesa do laboratório. Após algumas horas, ele 
pede aos alunos que avaliem a temperatura das duas 

categoricamente, que a bandeja de alumínio encontra-se 
numa temperatura mais baixa. Intrigado, ele propõe uma 
segunda atividade, em que coloca um cubo de gelo sobre 
cada uma das bandejas, que estão em equilíbrio térmico 
com o ambiente, e os questiona em qual delas a taxa de 
derretimento do gelo será maior.
O aluno que responder corretamente ao questionamento 
do professor dirá que o derretimento ocorrerá
A mais rapidamente na bandeja de alumínio, pois 
ela tem uma maior condutividade térmica que a 
de plástico.
B mais rapidamente na bandeja de plástico, pois ela 
tem inicialmente uma temperatura mais alta que a 
de alumínio.
C mais rapidamente na bandeja de plástico, pois ela tem 
uma maior capacidade térmica que a de alumínio.
D mais rapidamente na bandeja de alumínio, pois ela 

E com a mesma rapidez nas duas bandejas, pois 
apresentarão a mesma variação de temperatura.



CN - 1º dia | Caderno 1 - AZUL - Página 30
*AZUL75SAB30*",ciências da natureza
"
QUESTÃO 85
Os tensoativos são compostos capazes de interagir com substâncias polares e apolares. A parte iônica dos 
tensoativos interage com substâncias polares, e a parte lipofílica interage com as apolares. A estrutura orgânica de um 
tensoativo pode ser representada por:
CH2
C
O
-
Fórm ula estrutural
do tensoativo
Representação
esquem ática
CH2
CH2
CH2
CH2
CH2
CH2
CH2
CH2
CH2
CH2
CH2
CH2
CH2
CH2
CH2
O
H 3C
Ao adicionar um tensoativo sobre a água, suas moléculas formam um arranjo ordenado.
Esse arranjo é representado esquematicamente por:
A
Nível
da
água
B
Nível
da
água
C
Nível
da
água
D
Nível
da
água
E
Nível
da
água",ciências da natureza
"
QUESTÃO 86
Um experimento para comprovar a natureza ondulatória da radiação de micro-ondas foi realizado da seguinte 
forma: anotou-se a frequência de operação de um forno de micro-ondas e, em seguida, retirou-se sua plataforma 
giratória. No seu lugar, colocou-se uma travessa refratária com uma camada grossa de manteiga. Depois disso, o 
forno foi ligado por alguns segundos. Ao se retirar a travessa refratária do forno, observou-se que havia três pontos 
de manteiga derretida alinhados sobre toda a travessa. Parte da onda estacionária gerada no interior do forno é 

I
II
III
IV
V

A I e III
B I e V
C II e III
D II e IV
E II e V



CN - 1º dia | Caderno 1 - AZUL - Página 31
*AZUL75SAB31*",ciências da natureza
"
QUESTÃO 87
Portadores de diabetes insipidus reclamam da 
       
dois tipos de diabetes: mellitus e insipidus. Enquanto 
o primeiro tipo está associado aos níveis ou à ação da 

hormônio. O diabetes insipidus é caracterizado por um 
distúrbio na produção ou no funcionamento do hormônio 
antidiurético (na sigla em inglês, ADH), secretado pela 

túbulos renais.
Tendo em vista o papel funcional do ADH, qual é 
um sintoma clássico de um paciente acometido por 
diabetes insipidus?
A Alta taxa de glicose no sangue.
B Aumento da pressão arterial.
C Ganho de massa corporal.
D Anemia crônica.
E Desidratação.",ciências da natureza
"
QUESTÃO 88
A magnetohipertermia é um procedimento terapêutico 
que se baseia na elevação da temperatura das células 

por um tumor. Nesse tipo de tratamento, nanopartículas 
magnéticas são fagocitadas pelas células tumorais, e 
um campo magnético alternado externo é utilizado para 
promover a agitação das nanopartículas e consequente 
aquecimento da célula.
A elevação de temperatura descrita ocorre porque
A o campo magnético gerado pela oscilação das 
nanopartículas é absorvido pelo tumor.
B o campo magnético alternado faz as nanopartículas 
girarem, transferindo calor por atrito.
C as nanopartículas interagem magneticamente com as 
células do corpo, transferindo calor.
D o campo magnético alternado fornece calor para as 
nanopartículas que o transfere às células do corpo.
E as nanopartículas são aceleradas em um único sentido 
em razão da interação com o campo magnético, 
fazendo-as colidir com as células e transferir calor.",ciências da natureza
"
QUESTÃO 89
O aquecimento de um material por irradiação com 
micro-ondas ocorre por causa da interação da onda 
eletromagnética com o dipolo elétrico da molécula.
Um importante atributo do aquecimento por micro-ondas 
é a absorção direta da energia pelo material a ser 
aquecido. Assim, esse aquecimento é seletivo e 
dependerá, principalmente, da constante dielétrica e da 

taxa de aquecimento de cinco solventes sob irradiação 
de micro-ondas.
Água
M etanol
Etanol
Propanol
n-Hexano
0          10         20         30        40         50         60         70         80
100
80
60
40
20
Tem peratura (°C)
Tem po (s)
BARBOZA, A. C. R. N. et al. Aquecimento em forno de micro-ondas. Desenvolvimento de 
alguns conceitos fundamentais. Química Nova, n. 6, 2001 (adaptado).
No gráfico, qual solvente apresenta taxa média de 
aquecimento mais próxima de zero, no intervalo de 
0 s a 40 s?
A H2O
B CH3OH
C CH3CH2OH
D CH3CH2CH2OH
E CH3CH2CH2CH2CH2CH3",ciências da natureza
"
QUESTÃO 91 
Disponível em: www.seton.com. Acesso em: 28 fev. 2012.
Placas como a da gravura são usadas para orientar 
os usuários de um espaço urbano. Essa placa, 
especificamente, tem a função de avisar que somente
A as despesas feitas com estacionamento são 
deduzidas.
B os donos de carro entram no estacionamento do 
parque.
C o proprietário autoriza a validação do estacionamento.
D os rebocadores precisam de permissão para entrar 
no local.
E os veículos autorizados podem estacionar naquela 
área.",UNDEFINED
"
QUESTÃO 92 
The art of happiness
Nearly every time you see him, he’s laughing or at 
least smiling. And he makes everyone else around him 
feel like smiling. He’s the Dalai Lama, the spiritual and 
temporal leader of Tibet, a Nobel Prize winner, and an 
increasingly popular speaker and statesman. Why is he 
so popular? Even after spending only a few minutes in 
his presence you can’t help feeling happier. If you ask 
him if he’s happy, even though he’s suffered the loss of 
his country, the Dalai Lama will give you an unconditional 
yes. What’s more, he’ll tell you that happiness is the 
purpose of life, and that “the very motion of our life is 
towards happiness”. How to get there has always been 
the question. He’s tried to answer it before, but he’s never 
had the help of a psychiatrist to get the message across in 
a context we can easily understand.
LAMA, D.; CUTLER, H. The Art of Happiness: a handbook for living. Putnam Books, 1998.
Pelo título e pela sinopse do livro de Lama e Cutler, 
constata-se que o tema da obra é
A o sucesso dos autores no Tibet. 
B a busca da felicidade no cotidiano.
C o Prêmio Nobel recebido por Lama.
D a liderança de Dalai Lama no Tibet.
E a discussão de Lama e seu psiquiatra.",UNDEFINED
"
QUESTÃO 93 
Cyberbullying is harassment through electronic 
means such as telephone text messages, social media 
such as Facebook and Twitter or online blogs and bulletin 
boards. In normal bullying, students are given a daily 
break from the torment as bully and victim each go to their 
separate homes. But for victims of cyberbullying, there is 
no reprieve, as the abuse enters into their private lives. In 
the US, there are at least 44 states that have anti-bullying 
laws on the books. While only six of them use the actual 
word “cyberbullying”, 31 others have laws that specifically 
mention “electronic harassment”.
Prosecution in the UK is a little more difficult. While 
all schools are required to have anti-bullying policies 
in place, cyberbullying itself is not named as a criminal 
offence. Offenders in the UK would have to be charged 
under various other laws, including the Protection from 
Harassment Act of 2003. This makes prosecution much 
more difficult.
Authorities agree that in order to stop cyberbullying, 
there has to be parental involvement. Parents need to 
be vigilant about their children’s access to technology. 
They should monitor their children’s use of social media, 
especially children under the age of 14. Bullies are not 
going to simply disappear, but parents can go a long way 
in protecting their children from being bullied.
Go! English, ano II, n. 14 (fragmento).
De acordo com o texto, nos Estados Unidos, alguns estados 
têm leis específicas para assédio via meios eletrônicos. 
Já no Reino Unido, a instauração de processos contra 
praticantes de cyberbullying é mais difícil porque
A as vítimas precisam recorrer a outras leis existentes, 
pois o cyberbullying não é considerado crime.
B as leis que regulamentam o uso da internet e dos 
meios eletrônicos de comunicação são inexistentes.
C os pais das vítimas não têm interesse em denunciar 
os agressores de seus filhos às autoridades 
competentes.
D os estudantes com idade inferior a 18 anos não 
podem sofrer acusações de prática de cyberbullying 
ou bullying.
E as leis como a de Proteção contra Atos de Assédio de 
2003 estabelecem que o cyberbullying não é crime.
*CINZ25DOM3*



2013
LC - 2º dia | Caderno 6 - CINZA - Página 4",UNDEFINED
"
QUESTÃO 94 
Disponível em: www.arcamax.com. Acesso em: 26 fev. 2012.
Tirinhas são construídas a partir de contextos sociais e podem promover reflexões diversas. Essa tirinha provoca no 
leitor uma reflexão acerca da
A divisão de espaço com os pais.
B perda da atenção dos pais.
C submissão aos pais.
D ausência dos pais.
E semelhança com os pais.",UNDEFINED

"
Questão 179                                                                    
Ronaldo é um garoto que adora brincar com números. 
Numa dessas brincadeiras, empilhou caixas numeradas 
de acordo com a sequência conforme mostrada no 
esquema a seguir.
 
 
 
1 
 
 
 
 
1
2
1 
 
1
2
3
2
1
1
2
3
4
3
2          1
 
 
 
... 
 
 
Ele percebeu que a soma dos números em cada 
linha tinha uma propriedade e que, por meio dessa 
propriedade, era possível prever a soma de qualquer 
linha posterior às já construídas.
A partir dessa propriedade, qual será a soma da 9ª linha 
da sequência de caixas empilhadas por Ronaldo?
9
45
64
81
285",matemática
